fact_id,education_id,candidate_id,skills_id,time_id,employment_status,salary,job_sector
15927,568,97,8,4789,Employed,52491,Healthcare
15928,12385,237,7,2567,Employed,92249,Other
15929,1676,158,6,757,Unemployed,0,N/A
15930,2144,48,1,3996,Employed,52906,Other
15931,12386,157,6,4412,Employed,81740,Engineering
15932,5225,106,4,224,Continuing Education,0,N/A
15933,12387,283,3,5899,Employed,69603,Education
15934,1536,264,8,4771,Employed,48204,Education
15935,12388,219,2,4213,Continuing Education,0,N/A
15936,11411,140,5,5499,Employed,83218,Engineering
15937,9893,93,4,751,Employed,58888,Healthcare
15938,12389,68,1,5900,Unemployed,0,N/A
15939,12390,235,5,4259,Employed,30467,Finance
15940,4281,106,1,5901,Employed,39444,Healthcare
15941,12391,22,5,1775,Employed,33695,Retail
15942,12392,19,2,339,Continuing Education,0,N/A
15943,12393,32,3,5882,Unemployed,0,N/A
15944,7274,132,7,1760,Employed,95459,Retail
15945,12394,187,6,52,Unemployed,0,N/A
15946,12395,118,5,5902,Employed,82147,Education
15947,8733,98,6,1012,Continuing Education,0,N/A
15948,6920,29,2,3972,Unemployed,0,N/A
15949,280,5,5,2701,Employed,43600,IT
15950,12396,66,1,2366,Employed,68948,Engineering
15951,12397,168,5,1972,Continuing Education,0,N/A
15952,12398,194,3,417,Employed,58481,Retail
15953,12399,10,6,5903,Unemployed,0,N/A
15954,12400,281,4,2397,Continuing Education,0,N/A
15955,12401,100,5,5904,Unemployed,0,N/A
15956,12402,43,2,637,Unemployed,0,N/A
15957,12403,328,6,1552,Unemployed,0,N/A
15958,12404,121,1,4316,Employed,59063,Engineering
15959,2728,196,1,5905,Continuing Education,0,N/A
15960,12405,162,5,5906,Employed,40871,Healthcare
15961,12406,271,3,338,Continuing Education,0,N/A
15962,12407,155,2,1695,Continuing Education,0,N/A
15963,12408,272,5,1793,Employed,61187,Healthcare
15964,12409,180,3,3695,Continuing Education,0,N/A
15965,12410,192,4,820,Employed,88535,Consulting
15966,12411,136,3,3993,Employed,25341,Finance
15967,3637,217,2,3905,Employed,79651,Education
15968,12412,73,8,4420,Employed,79686,Healthcare
15969,12413,157,4,4976,Continuing Education,0,N/A
15970,12414,239,8,3654,Unemployed,0,N/A
15971,2024,117,4,328,Unemployed,0,N/A
15972,12415,285,2,3546,Unemployed,0,N/A
15973,6566,182,7,634,Employed,56512,Other
15974,12416,303,5,2561,Continuing Education,0,N/A
15975,3452,170,1,771,Employed,70451,Healthcare
15976,5152,141,2,2187,Unemployed,0,N/A
15977,12417,128,8,1250,Continuing Education,0,N/A
15978,4945,281,6,5907,Unemployed,0,N/A
15979,12418,176,5,5312,Unemployed,0,N/A
15980,12419,271,7,2964,Employed,31087,Consulting
15981,9202,182,7,1445,Continuing Education,0,N/A
15982,327,149,6,1189,Unemployed,0,N/A
15983,12420,55,4,1007,Employed,50775,Other
15984,2262,11,3,2635,Continuing Education,0,N/A
15985,12421,120,5,2104,Employed,32375,Other
15986,9610,310,5,5908,Employed,50150,Other
15987,12422,72,3,5657,Continuing Education,0,N/A
15988,12423,291,3,72,Employed,45544,Finance
15989,12424,253,4,4122,Employed,54583,Education
15990,12425,224,4,5909,Continuing Education,0,N/A
15991,12426,290,4,5910,Employed,30964,Education
15992,12427,142,3,5911,Unemployed,0,N/A
15993,12428,136,4,1625,Employed,60821,Consulting
15994,12429,402,8,4339,Employed,44255,Consulting
15995,7118,204,8,4721,Employed,47346,IT
15996,10689,25,5,4393,Employed,80653,IT
15997,12430,276,1,1542,Continuing Education,0,N/A
15998,1472,174,2,4572,Unemployed,0,N/A
15999,12431,138,2,3487,Employed,94865,Engineering
16000,12432,343,3,420,Unemployed,0,N/A
16001,12433,11,2,5912,Unemployed,0,N/A
16002,12201,301,7,1982,Employed,54711,Finance
16003,12434,292,5,3298,Employed,56916,Engineering
16004,12435,166,3,3979,Unemployed,0,N/A
16005,577,42,7,453,Unemployed,0,N/A
16006,4449,5,1,2753,Employed,40614,Education
16007,12436,156,3,5913,Unemployed,0,N/A
16008,3576,110,5,5914,Employed,35135,Consulting
16009,12437,46,8,4009,Unemployed,0,N/A
16010,1346,27,7,1253,Employed,55866,Other
16011,12438,262,2,1686,Unemployed,0,N/A
16012,8267,175,8,5915,Employed,43696,Engineering
16013,12439,54,1,1884,Employed,107274,Other
16014,2725,168,3,4861,Employed,51775,Finance
16015,12440,218,2,5364,Continuing Education,0,N/A
16016,12441,333,3,1543,Unemployed,0,N/A
16017,6506,237,5,3598,Employed,48728,Education
16018,12442,106,7,3357,Employed,64398,Consulting
16019,3574,60,3,110,Unemployed,0,N/A
16020,12443,140,1,5503,Employed,59796,Other
16021,12444,139,4,1107,Unemployed,0,N/A
16022,12445,172,6,3330,Continuing Education,0,N/A
16023,5458,19,4,2201,Unemployed,0,N/A
16024,12446,138,1,3987,Employed,47481,Education
16025,8761,285,6,3889,Unemployed,0,N/A
16026,1834,416,8,411,Employed,47016,Finance
16027,12447,275,6,5255,Continuing Education,0,N/A
16028,10727,39,6,3718,Unemployed,0,N/A
16029,6685,142,5,633,Employed,39096,Consulting
16030,12448,142,8,5336,Employed,57238,Finance
16031,7039,6,5,5916,Employed,33725,Finance
16032,6839,155,3,1018,Unemployed,0,N/A
16033,12449,72,1,2299,Employed,99018,Engineering
16034,10612,9,4,3843,Employed,64894,Retail
16035,12450,126,4,4941,Continuing Education,0,N/A
16036,12240,108,5,5818,Employed,81900,IT
16037,12451,83,1,5917,Employed,92032,Other
16038,12452,235,3,4449,Unemployed,0,N/A
16039,12453,95,1,1728,Employed,95022,Healthcare
16040,12454,176,3,3136,Unemployed,0,N/A
16041,12455,290,7,1926,Employed,60935,IT
16042,2330,169,5,224,Employed,43696,Engineering
16043,12456,222,1,5918,Employed,55944,Retail
16044,2870,296,6,1217,Unemployed,0,N/A
16045,654,253,8,1517,Employed,55523,Education
16046,11002,4,2,38,Employed,75740,Retail
16047,12457,4,5,991,Employed,93537,Consulting
16048,12458,111,3,2352,Employed,53520,Retail
16049,12459,93,6,4908,Unemployed,0,N/A
16050,12460,169,3,293,Continuing Education,0,N/A
16051,12461,280,4,4423,Employed,48603,Education
16052,12162,221,1,5878,Employed,46584,Engineering
16053,8040,20,5,5866,Employed,63272,IT
16054,2886,64,1,5213,Employed,53913,Consulting
16055,6489,38,4,650,Unemployed,0,N/A
16056,8579,173,7,4863,Unemployed,0,N/A
16057,12462,168,4,604,Employed,28935,Other
16058,12463,6,7,5184,Employed,92053,Education
16059,12464,123,7,4953,Unemployed,0,N/A
16060,8541,197,1,2736,Continuing Education,0,N/A
16061,12465,283,3,2738,Employed,49716,IT
16062,7273,264,6,827,Unemployed,0,N/A
16063,12466,77,1,5410,Employed,93358,Other
16064,10270,68,6,135,Unemployed,0,N/A
16065,4201,86,1,566,Employed,51059,Finance
16066,636,244,3,1014,Continuing Education,0,N/A
16067,10895,194,2,1226,Continuing Education,0,N/A
16068,12467,78,5,2921,Employed,61863,Healthcare
16069,12468,307,2,1125,Continuing Education,0,N/A
16070,12469,339,8,1818,Employed,88145,Other
16071,12470,96,6,1044,Unemployed,0,N/A
16072,12471,183,5,5919,Employed,48443,Healthcare
16073,11356,354,6,2562,Unemployed,0,N/A
16074,12472,251,5,5920,Employed,31814,Healthcare
16075,12473,28,5,5618,Employed,62561,IT
16076,185,94,3,602,Continuing Education,0,N/A
16077,3358,352,3,5921,Employed,55432,Healthcare
16078,12474,22,1,1631,Employed,59801,IT
16079,12475,196,2,926,Continuing Education,0,N/A
16080,6899,240,5,4670,Employed,63409,Other
16081,12476,289,2,4800,Employed,41532,IT
16082,7564,14,2,4150,Employed,70631,IT
16083,12477,273,3,1490,Employed,61182,Education
16084,12478,174,5,3991,Employed,63874,Retail
16085,12479,309,4,976,Continuing Education,0,N/A
16086,12480,97,5,5922,Employed,49783,Consulting
16087,12481,134,4,5624,Continuing Education,0,N/A
16088,12482,130,3,5827,Employed,54711,IT
16089,8052,35,3,2643,Unemployed,0,N/A
16090,12483,294,4,2616,Employed,28096,Consulting
16091,12484,205,5,79,Employed,43735,Other
16092,12485,221,2,5923,Unemployed,0,N/A
16093,946,136,4,2464,Employed,61147,Retail
16094,4295,77,6,5924,Unemployed,0,N/A
16095,3206,289,2,1739,Unemployed,0,N/A
16096,12486,30,3,5925,Continuing Education,0,N/A
16097,12487,156,7,527,Employed,88646,Education
16098,5593,241,4,1369,Unemployed,0,N/A
16099,12488,273,7,4048,Employed,68690,Consulting
16100,12489,294,5,3274,Employed,52621,IT
16101,8610,52,2,2591,Continuing Education,0,N/A
16102,12490,145,3,3769,Employed,60940,Engineering
16103,12491,229,5,5191,Employed,36205,Engineering
16104,12492,106,3,2094,Continuing Education,0,N/A
16105,12493,208,3,170,Employed,56550,Retail
16106,12494,408,5,2827,Employed,89105,IT
16107,12495,198,3,2298,Continuing Education,0,N/A
16108,12496,4,5,2063,Employed,89245,Other
16109,12497,16,2,4438,Employed,44015,Retail
16110,12498,111,1,200,Employed,75341,Retail
16111,12499,27,2,2791,Unemployed,0,N/A
16112,12500,264,7,2436,Continuing Education,0,N/A
16113,12501,29,1,1212,Unemployed,0,N/A
16114,519,102,8,1574,Employed,51694,Engineering
16115,10197,167,5,4670,Employed,46126,Retail
16116,1351,315,3,4883,Continuing Education,0,N/A
16117,12502,265,3,5926,Unemployed,0,N/A
16118,12503,86,4,3189,Employed,63591,Healthcare
16119,12504,407,8,5927,Continuing Education,0,N/A
16120,12505,11,5,5507,Employed,46015,IT
16121,12506,87,4,2134,Employed,38682,IT
16122,12507,245,5,5812,Employed,43249,Education
16123,6082,109,8,3512,Continuing Education,0,N/A
16124,12508,98,1,4644,Continuing Education,0,N/A
16125,8520,24,8,89,Employed,56293,Education
16126,12509,230,4,5740,Unemployed,0,N/A
16127,7617,242,5,3027,Continuing Education,0,N/A
16128,12510,259,4,5928,Employed,67101,Engineering
16129,7368,86,7,5929,Employed,52919,Engineering
16130,12511,306,3,4846,Unemployed,0,N/A
16131,12512,202,8,2339,Employed,58319,Healthcare
16132,12280,191,4,1934,Employed,51160,Other
16133,256,123,5,4642,Employed,58970,Finance
16134,12513,114,3,4357,Unemployed,0,N/A
16135,2590,247,1,5780,Employed,40238,Other
16136,3418,172,4,3400,Employed,49017,Other
16137,11273,49,3,5700,Continuing Education,0,N/A
16138,12514,77,2,2063,Continuing Education,0,N/A
16139,12515,138,2,2112,Unemployed,0,N/A
16140,12516,18,4,3129,Continuing Education,0,N/A
16141,12517,165,3,2602,Unemployed,0,N/A
16142,12518,80,5,2283,Employed,89055,Finance
16143,2177,138,8,5587,Employed,61740,Healthcare
16144,12519,23,6,3668,Unemployed,0,N/A
16145,2860,15,7,5520,Employed,34417,Engineering
16146,12520,9,7,4947,Employed,56579,Consulting
16147,12521,110,8,1879,Continuing Education,0,N/A
16148,5555,100,5,1269,Employed,41919,IT
16149,12522,302,5,742,Unemployed,0,N/A
16150,12523,114,4,5481,Employed,56871,IT
16151,7929,264,1,26,Employed,45625,Retail
16152,12524,3,7,656,Employed,80154,Engineering
16153,9421,48,3,4796,Unemployed,0,N/A
16154,12525,259,7,5528,Employed,38857,Engineering
16155,12526,97,5,5038,Employed,32023,IT
16156,12421,196,3,5930,Employed,34916,Finance
16157,6053,350,4,1722,Employed,67895,Healthcare
16158,889,290,3,2383,Unemployed,0,N/A
16159,1467,149,2,2101,Unemployed,0,N/A
16160,4716,8,3,3392,Employed,56335,IT
16161,12527,94,5,2877,Employed,55891,Engineering
16162,1583,275,3,2383,Continuing Education,0,N/A
16163,12464,60,1,2666,Employed,42316,IT
16164,12528,263,5,2076,Employed,29015,Other
16165,12529,138,8,216,Employed,87049,Retail
16166,539,235,1,5330,Employed,70308,Retail
16167,12530,62,3,280,Unemployed,0,N/A
16168,1130,37,7,4697,Continuing Education,0,N/A
16169,12531,6,5,5169,Employed,92139,IT
16170,765,120,3,5483,Unemployed,0,N/A
16171,12532,251,1,737,Employed,91333,IT
16172,12533,20,3,1682,Continuing Education,0,N/A
16173,9387,216,3,1972,Employed,67326,Finance
16174,12534,159,3,5931,Continuing Education,0,N/A
16175,8599,116,4,5713,Unemployed,0,N/A
16176,2200,5,3,62,Unemployed,0,N/A
16177,12535,143,8,4676,Employed,80536,Other
16178,12536,279,8,230,Continuing Education,0,N/A
16179,12537,264,3,866,Unemployed,0,N/A
16180,10715,280,7,1175,Employed,62328,Finance
16181,12538,69,4,1591,Unemployed,0,N/A
16182,7455,33,3,1322,Employed,46744,Other
16183,12539,265,2,3255,Unemployed,0,N/A
16184,12540,33,6,4191,Unemployed,0,N/A
16185,12541,121,6,5932,Unemployed,0,N/A
16186,6800,83,1,4625,Employed,57164,Retail
16187,12542,208,4,1438,Employed,55976,Consulting
16188,1301,66,2,2524,Continuing Education,0,N/A
16189,12543,39,7,3166,Continuing Education,0,N/A
16190,12544,39,5,1017,Employed,60698,IT
16191,2138,197,1,2805,Continuing Education,0,N/A
16192,12545,111,2,5858,Continuing Education,0,N/A
16193,12546,251,5,4737,Employed,53547,IT
16194,12547,95,8,4178,Employed,85110,Engineering
16195,12548,54,6,2120,Unemployed,0,N/A
16196,4089,296,5,5640,Continuing Education,0,N/A
16197,12549,55,1,4706,Employed,37289,Healthcare
16198,4677,294,3,5483,Employed,91964,Education
16199,12550,25,5,3310,Employed,75707,Retail
16200,12551,20,5,5785,Unemployed,0,N/A
16201,1527,6,5,1381,Employed,46737,IT
16202,11261,83,8,3256,Employed,69184,Retail
16203,12552,137,8,5122,Unemployed,0,N/A
16204,12553,280,1,5050,Employed,64269,IT
16205,12554,77,8,3722,Employed,73383,Healthcare
16206,12555,126,1,1007,Employed,61316,Consulting
16207,5487,315,3,5117,Unemployed,0,N/A
16208,3729,154,2,5785,Unemployed,0,N/A
16209,12556,194,4,189,Unemployed,0,N/A
16210,12557,112,2,3483,Continuing Education,0,N/A
16211,4893,4,5,3310,Employed,85965,Healthcare
16212,1595,213,5,5933,Employed,59081,Education
16213,12558,55,3,1145,Continuing Education,0,N/A
16214,12559,2,4,5934,Employed,37349,Healthcare
16215,12560,255,1,3631,Employed,38227,Retail
16216,9473,20,7,1616,Employed,79812,Retail
16217,12561,288,3,3885,Employed,61661,Consulting
16218,12562,294,6,5935,Unemployed,0,N/A
16219,10107,47,1,4579,Employed,48053,Retail
16220,12006,254,5,3882,Employed,32018,Engineering
16221,12563,23,7,1380,Employed,63052,Education
16222,12564,30,4,5936,Continuing Education,0,N/A
16223,9421,42,7,5298,Employed,49110,Other
16224,12565,132,2,5937,Employed,36363,Finance
16225,9422,70,3,4488,Unemployed,0,N/A
16226,4028,283,5,3611,Employed,88860,Retail
16227,12566,56,2,1717,Continuing Education,0,N/A
16228,12567,65,5,3883,Employed,75552,Retail
16229,12568,167,4,1510,Employed,39403,Finance
16230,12569,33,1,2866,Employed,62289,Finance
16231,12570,16,3,5454,Continuing Education,0,N/A
16232,12571,66,5,5938,Employed,40295,Finance
16233,12572,206,5,3224,Continuing Education,0,N/A
16234,12573,14,7,3434,Continuing Education,0,N/A
16235,11939,165,5,3710,Unemployed,0,N/A
16236,6757,105,1,5939,Employed,42985,Finance
16237,4686,131,1,4402,Employed,40708,Engineering
16238,4711,65,3,2457,Continuing Education,0,N/A
16239,12574,235,7,716,Continuing Education,0,N/A
16240,12575,77,1,1612,Employed,93854,Other
16241,12576,283,8,5940,Continuing Education,0,N/A
16242,12577,92,2,3147,Employed,49567,IT
16243,8622,297,8,5014,Employed,39908,IT
16244,8839,69,5,1041,Employed,29429,Healthcare
16245,2094,196,5,5795,Employed,29932,Education
16246,1820,132,2,2489,Continuing Education,0,N/A
16247,10711,52,8,4660,Continuing Education,0,N/A
16248,9919,195,2,1793,Unemployed,0,N/A
16249,12578,157,5,5941,Employed,84590,Healthcare
16250,11517,12,3,1569,Employed,52983,IT
16251,8520,206,4,3453,Employed,55627,Consulting
16252,12579,264,3,1388,Unemployed,0,N/A
16253,12580,59,8,1198,Employed,59536,Retail
16254,3533,20,5,3477,Employed,58973,Finance
16255,4231,251,5,667,Employed,35574,Engineering
16256,12581,62,2,3437,Employed,94697,Other
16257,9946,32,3,542,Continuing Education,0,N/A
16258,6316,82,6,3275,Continuing Education,0,N/A
16259,12582,133,5,5942,Employed,31494,Finance
16260,7997,3,3,2953,Employed,90837,Retail
16261,12583,301,4,163,Unemployed,0,N/A
16262,12584,148,8,494,Employed,52456,Healthcare
16263,12585,198,5,2103,Employed,82845,Consulting
16264,12586,278,3,3564,Employed,56506,Retail
16265,12587,91,5,5095,Employed,62094,Healthcare
16266,12588,233,3,4772,Employed,30520,Consulting
16267,12589,143,2,487,Continuing Education,0,N/A
16268,12590,116,8,147,Employed,35508,Consulting
16269,12591,254,3,4314,Employed,87746,IT
16270,10542,68,6,1506,Continuing Education,0,N/A
16271,985,37,5,5943,Employed,57550,Consulting
16272,12592,46,2,5944,Unemployed,0,N/A
16273,12593,51,5,1558,Continuing Education,0,N/A
16274,12594,17,5,4686,Employed,52064,Education
16275,12595,299,5,5887,Employed,34299,Healthcare
16276,12596,251,3,491,Unemployed,0,N/A
16277,12597,235,2,4698,Employed,77608,Consulting
16278,8478,104,3,395,Employed,61794,Other
16279,12598,72,4,5798,Continuing Education,0,N/A
16280,12599,299,8,250,Employed,41162,Education
16281,2542,101,2,3398,Unemployed,0,N/A
16282,12600,162,3,107,Employed,58022,Other
16283,10455,276,8,5938,Unemployed,0,N/A
16284,10777,94,7,423,Employed,51282,Engineering
16285,10488,302,5,4615,Employed,61823,IT
16286,12601,3,6,293,Employed,95337,Other
16287,12602,29,4,3978,Unemployed,0,N/A
16288,12603,145,3,3237,Continuing Education,0,N/A
16289,5701,166,2,1993,Employed,51814,Healthcare
16290,12604,156,6,4968,Unemployed,0,N/A
16291,12605,184,8,3803,Continuing Education,0,N/A
16292,12604,169,3,398,Continuing Education,0,N/A
16293,6126,309,5,3788,Employed,70749,Finance
16294,426,188,5,1550,Unemployed,0,N/A
16295,4637,137,5,5945,Continuing Education,0,N/A
16296,9332,113,1,3536,Employed,62497,Healthcare
16297,12606,73,5,2273,Employed,74699,Other
16298,12607,123,1,4726,Continuing Education,0,N/A
16299,12608,122,1,1106,Employed,34186,Finance
16300,12609,144,5,2437,Employed,62870,Consulting
16301,301,213,1,3041,Continuing Education,0,N/A
16302,8070,301,4,3833,Continuing Education,0,N/A
16303,9476,53,3,3045,Employed,57161,Healthcare
16304,12610,208,3,1023,Continuing Education,0,N/A
16305,7652,122,5,3149,Unemployed,0,N/A
16306,1133,125,1,4147,Employed,57792,Retail
16307,4812,301,5,1395,Employed,54433,IT
16308,7790,198,5,1584,Employed,56088,Healthcare
16309,12611,4,6,4346,Employed,86045,Finance
16310,12612,70,8,2565,Employed,36857,Other
16311,12613,93,1,2919,Employed,42312,Retail
16312,12614,11,6,4248,Unemployed,0,N/A
16313,3506,56,5,4463,Employed,46341,IT
16314,4605,59,4,690,Continuing Education,0,N/A
16315,12201,139,6,717,Unemployed,0,N/A
16316,8836,304,4,2866,Unemployed,0,N/A
16317,12615,254,4,383,Continuing Education,0,N/A
16318,8670,193,5,337,Employed,47897,Retail
16319,12616,312,4,1082,Unemployed,0,N/A
16320,6492,60,5,791,Employed,60338,Finance
16321,2920,6,4,1647,Employed,41234,Healthcare
16322,6596,273,4,5946,Unemployed,0,N/A
16323,12617,235,6,4696,Continuing Education,0,N/A
16324,9901,3,5,2014,Continuing Education,0,N/A
16325,12618,257,8,2590,Unemployed,0,N/A
16326,2996,96,5,1831,Continuing Education,0,N/A
16327,3981,130,8,2268,Unemployed,0,N/A
16328,12619,279,7,1551,Employed,65935,Education
16329,2522,273,2,5947,Unemployed,0,N/A
16330,12620,273,5,224,Employed,64217,Engineering
16331,12621,341,1,5948,Employed,41490,Consulting
16332,12622,136,5,472,Employed,26107,Healthcare
16333,12623,88,5,3132,Employed,77110,IT
16334,12624,127,3,867,Employed,26793,Education
16335,7242,72,4,5800,Continuing Education,0,N/A
16336,12625,165,3,850,Unemployed,0,N/A
16337,6411,267,4,2423,Unemployed,0,N/A
16338,12626,159,4,5949,Unemployed,0,N/A
16339,12627,200,4,1786,Continuing Education,0,N/A
16340,12222,240,3,820,Unemployed,0,N/A
16341,12628,23,5,4466,Employed,55844,Engineering
16342,3202,222,8,962,Employed,60590,Other
16343,12629,100,2,1422,Unemployed,0,N/A
16344,2503,30,2,4236,Employed,57485,Healthcare
16345,7422,75,8,5251,Unemployed,0,N/A
16346,12630,283,3,4767,Employed,54373,Education
16347,12631,139,3,5707,Unemployed,0,N/A
16348,12632,68,7,5260,Unemployed,0,N/A
16349,12633,97,4,5950,Employed,93432,Retail
16350,12634,174,2,2583,Continuing Education,0,N/A
16351,12635,219,2,2823,Continuing Education,0,N/A
16352,8012,197,4,2614,Unemployed,0,N/A
16353,5045,87,1,2682,Employed,38538,Retail
16354,12636,136,4,2396,Employed,35847,Education
16355,12637,28,5,4975,Employed,49601,Engineering
16356,2065,187,5,2318,Employed,55688,Other
16357,12638,252,3,27,Employed,96547,Other
16358,12639,147,4,5168,Continuing Education,0,N/A
16359,6431,189,1,2773,Employed,70950,Retail
16360,12640,3,4,791,Continuing Education,0,N/A
16361,5718,170,4,1164,Employed,26559,Education
16362,9323,92,3,3367,Continuing Education,0,N/A
16363,12641,193,6,5951,Unemployed,0,N/A
16364,4130,86,5,3626,Employed,54724,Engineering
16365,12642,7,1,4988,Employed,46724,Healthcare
16366,12643,101,1,461,Employed,86413,Consulting
16367,12644,9,4,1999,Continuing Education,0,N/A
16368,12645,14,4,5543,Continuing Education,0,N/A
16369,1819,291,5,2993,Employed,51642,Finance
16370,10113,295,7,5518,Employed,51663,Retail
16371,12646,278,5,4057,Employed,30307,Retail
16372,12647,22,1,885,Unemployed,0,N/A
16373,12648,333,1,1467,Employed,35249,IT
16374,12649,75,7,5952,Employed,86707,Education
16375,12650,89,2,4580,Continuing Education,0,N/A
16376,6431,264,7,4367,Employed,64430,Consulting
16377,895,45,2,1154,Employed,92297,Healthcare
16378,12651,234,3,4184,Employed,34293,IT
16379,12652,115,7,3656,Employed,59623,IT
16380,12653,40,1,1750,Employed,57582,Other
16381,338,345,5,3304,Employed,39282,Finance
16382,12654,56,5,5068,Employed,80019,Finance
16383,8519,92,5,3879,Employed,54711,Finance
16384,12245,235,1,2132,Employed,60292,IT
16385,12655,214,1,3187,Employed,45072,IT
16386,8032,188,3,5953,Continuing Education,0,N/A
16387,12656,74,7,1842,Employed,58540,Healthcare
16388,12657,219,5,5954,Employed,97514,Healthcare
16389,305,310,3,1271,Unemployed,0,N/A
16390,12658,167,5,2717,Employed,43014,Healthcare
16391,5919,221,3,1003,Unemployed,0,N/A
16392,6924,65,1,5019,Employed,55757,Engineering
16393,6966,128,2,1030,Continuing Education,0,N/A
16394,12659,206,4,1819,Unemployed,0,N/A
16395,12660,181,6,2409,Unemployed,0,N/A
16396,5937,220,2,4761,Unemployed,0,N/A
16397,6701,25,4,4616,Unemployed,0,N/A
16398,6561,76,1,4010,Employed,65700,Education
16399,3243,145,3,598,Employed,56968,Healthcare
16400,5432,16,3,1469,Employed,44576,Education
16401,1804,194,8,1590,Employed,54593,Retail
16402,12661,6,4,2123,Employed,83888,Engineering
16403,6214,124,7,1480,Continuing Education,0,N/A
16404,3570,104,3,5955,Unemployed,0,N/A
16405,8482,283,8,1857,Employed,50610,Finance
16406,6105,29,6,761,Unemployed,0,N/A
16407,5258,81,4,3218,Unemployed,0,N/A
16408,12662,146,8,1408,Employed,85708,Retail
16409,4087,237,5,637,Employed,64185,Retail
16410,12663,175,2,574,Unemployed,0,N/A
16411,12664,82,2,5262,Employed,84448,Retail
16412,12665,176,3,3438,Employed,51373,Healthcare
16413,1295,80,8,475,Employed,50473,Engineering
16414,12666,85,7,2798,Employed,80332,Education
16415,12667,80,3,3655,Employed,68545,Other
16416,1891,13,1,1832,Continuing Education,0,N/A
16417,12668,145,3,5956,Unemployed,0,N/A
16418,2699,283,2,5957,Unemployed,0,N/A
16419,12669,39,4,3855,Continuing Education,0,N/A
16420,12163,152,3,2036,Unemployed,0,N/A
16421,12670,128,5,2817,Employed,86662,IT
16422,12671,176,3,4993,Employed,77478,Other
16423,5046,165,5,5494,Employed,71385,Finance
16424,12672,87,6,903,Continuing Education,0,N/A
16425,2179,310,5,3257,Continuing Education,0,N/A
16426,12673,122,5,5527,Employed,42735,Engineering
16427,12674,377,5,384,Employed,33542,Engineering
16428,12675,81,1,4374,Employed,61075,Retail
16429,7278,81,3,4030,Unemployed,0,N/A
16430,12206,169,8,4096,Employed,34632,Retail
16431,857,204,1,986,Employed,40584,Retail
16432,2203,25,4,1223,Employed,74358,Retail
16433,12676,11,3,3956,Unemployed,0,N/A
16434,1835,140,4,5878,Employed,86686,Healthcare
16435,12677,25,6,1638,Employed,92046,IT
16436,12678,112,3,4820,Continuing Education,0,N/A
16437,12679,81,1,3049,Continuing Education,0,N/A
16438,12680,104,2,2536,Unemployed,0,N/A
16439,5159,279,4,3303,Employed,47450,IT
16440,12681,38,5,3189,Continuing Education,0,N/A
16441,12682,280,8,903,Employed,89578,IT
16442,7521,4,5,654,Employed,78318,Education
16443,12683,68,2,5958,Unemployed,0,N/A
16444,1141,168,5,124,Employed,47920,Finance
16445,11134,74,3,2284,Continuing Education,0,N/A
16446,12684,165,8,3163,Employed,31377,Finance
16447,12685,166,3,4455,Employed,66751,IT
16448,11882,259,7,1489,Continuing Education,0,N/A
16449,12686,59,3,1932,Unemployed,0,N/A
16450,12687,59,7,2123,Employed,58519,Healthcare
16451,12688,6,2,1340,Employed,82340,Healthcare
16452,12689,266,1,5959,Employed,66399,Retail
16453,12690,223,3,2200,Unemployed,0,N/A
16454,12691,126,3,1705,Employed,32171,Education
16455,8289,12,2,1122,Unemployed,0,N/A
16456,12692,128,5,1889,Employed,91448,Retail
16457,12693,298,2,893,Continuing Education,0,N/A
16458,3012,266,3,4636,Continuing Education,0,N/A
16459,12694,248,2,1603,Employed,84431,IT
16460,12695,315,1,5240,Employed,83457,Education
16461,12350,290,3,5292,Continuing Education,0,N/A
16462,12696,12,5,5960,Employed,65968,Education
16463,8911,57,2,1675,Unemployed,0,N/A
16464,4731,13,1,5217,Employed,60334,Other
16465,12697,58,3,4878,Employed,85933,Finance
16466,3476,171,4,1529,Continuing Education,0,N/A
16467,7177,224,4,3902,Continuing Education,0,N/A
16468,12698,102,1,5961,Employed,40689,Healthcare
16469,12699,373,3,5287,Continuing Education,0,N/A
16470,12700,76,3,2586,Continuing Education,0,N/A
16471,10668,258,5,3295,Unemployed,0,N/A
16472,12701,136,6,4915,Unemployed,0,N/A
16473,12702,319,7,1046,Employed,56942,Retail
16474,10071,6,8,1489,Employed,50701,IT
16475,6855,165,5,2108,Employed,46334,Consulting
16476,12703,331,3,2400,Unemployed,0,N/A
16477,12704,285,8,5287,Employed,47602,Consulting
16478,12705,128,4,4207,Employed,89704,Education
16479,9739,208,5,4056,Employed,61238,Education
16480,12706,9,1,4764,Employed,72215,Other
16481,4798,116,2,3246,Unemployed,0,N/A
16482,12657,65,2,3538,Employed,86094,IT
16483,12707,77,8,135,Employed,76383,Education
16484,9298,162,3,1276,Employed,65953,Finance
16485,12708,268,3,5514,Unemployed,0,N/A
16486,12709,20,2,1240,Continuing Education,0,N/A
16487,12710,82,5,4231,Employed,49774,Consulting
16488,6540,23,5,1784,Employed,33218,Retail
16489,11270,137,4,5962,Unemployed,0,N/A
16490,9240,8,5,4721,Continuing Education,0,N/A
16491,12711,53,3,5963,Unemployed,0,N/A
16492,7394,183,2,5501,Continuing Education,0,N/A
16493,3412,374,5,4972,Employed,68818,Engineering
16494,5578,177,5,3823,Employed,50074,Other
16495,12712,269,8,5734,Employed,41240,IT
