time_id,graduation_date,years_since_graduation
1247,2012-05-22,14
1248,2013-12-15,13
1249,2026-08-18,0
1250,2026-05-11,0
1251,2023-07-25,3
1252,2015-10-17,11
1253,2017-12-01,9
1254,2023-02-01,3
1255,2020-05-19,6
1256,2026-03-23,0
1257,2025-07-29,1
1258,2011-01-26,15
1259,2015-01-06,11
1260,2011-06-10,15
1261,2025-03-12,1
1262,2024-01-29,2
1263,2022-01-03,4
1264,2009-11-27,17
1265,2010-12-16,16
1266,2011-04-08,15
1267,2024-06-29,2
1268,2025-11-18,1
1269,2009-08-31,17
1270,2021-09-15,5
1271,2013-03-09,13
1272,2022-08-22,4
1273,2023-04-03,3
1274,2026-10-18,0
1275,2022-01-08,4
1276,2022-06-12,4
1277,2008-12-29,18
1278,2024-04-10,2
1279,2014-07-20,12
1280,2015-06-01,11
1281,2025-04-03,1
1282,2026-03-05,0
1283,2014-05-01,12
1284,2014-06-18,12
1285,2024-07-07,2
1286,2012-10-03,14
1287,2011-12-23,15
1288,2010-12-26,16
1289,2026-01-13,0
1290,2026-09-18,0
1291,2023-09-17,3
1292,2024-05-11,2
1293,2024-12-10,2
1294,2023-11-23,3
1295,2020-02-28,6
1296,2016-05-14,10
1297,2021-10-07,5
1298,2023-12-08,3
1299,2018-06-10,8
1300,2017-07-03,9
1301,2023-06-16,3
1302,2025-05-29,1
1303,2026-11-08,0
1304,2012-12-09,14
1305,2014-12-02,12
1306,2021-05-26,5
1307,2014-08-22,12
1308,2018-06-16,8
1309,2020-04-19,6
1310,2015-05-29,11
1311,2011-05-09,15
1312,2018-03-09,8
1313,2011-05-04,15
1314,2019-07-18,7
1315,2012-03-25,14
1316,2025-04-09,1
1317,2023-08-16,3
1318,2013-12-22,13
1319,2019-11-28,7
1320,2012-01-13,14
1321,2014-04-09,12
1322,2023-12-13,3
1323,2025-03-02,1
1324,2023-01-25,3
1325,2019-01-20,7
1326,2009-06-16,17
1327,2016-02-12,10
1328,2016-09-02,10
1329,2010-03-30,16
1330,2011-01-14,15
1331,2014-03-23,12
1332,2015-11-27,11
1333,2024-12-15,2
1334,2021-03-25,5
1335,2019-12-15,7
1336,2011-03-21,15
1337,2014-05-18,12
1338,2010-08-15,16
1339,2020-06-09,6
1340,2018-03-25,8
1341,2009-08-14,17
1342,2015-06-03,11
1343,2023-04-30,3
1344,2010-05-03,16
1345,2011-01-07,15
1346,2024-09-11,2
1347,2019-04-14,7
1348,2018-11-28,8
1349,2021-11-20,5
1350,2013-10-04,13
1351,2015-11-07,11
1352,2016-07-10,10
1353,2023-08-12,3
1354,2009-10-25,17
1355,2020-12-18,6
1356,2019-11-05,7
1357,2023-11-24,3
1358,2013-04-15,13
1359,2009-08-23,17
1360,2023-10-02,3
1361,2011-04-10,15
1362,2024-11-27,2
1363,2026-12-13,0
1364,2017-11-23,9
1365,2017-08-04,9
1366,2016-09-03,10
1367,2026-06-22,0
1368,2018-11-10,8
1369,2021-09-28,5
1370,2020-08-27,6
1371,2021-05-12,5
1372,2020-01-15,6
1373,2012-05-28,14
1374,2020-07-06,6
1375,2025-09-02,1
1376,2024-04-20,2
1377,2020-07-24,6
1378,2025-07-14,1
1379,2021-10-23,5
1380,2016-12-01,10
1381,2012-09-28,14
1382,2024-10-31,2
1383,2024-05-03,2
1384,2012-04-07,14
1385,2021-07-20,5
1386,2015-03-24,11
1387,2021-07-06,5
1388,2013-03-10,13
1389,2012-09-11,14
1390,2011-04-27,15
1391,2022-02-07,4
1392,2013-04-28,13
1393,2022-04-17,4
1394,2020-11-21,6
1395,2016-11-24,10
1396,2022-01-15,4
1397,2015-10-24,11
1398,2017-08-11,9
1399,2013-10-11,13
1400,2016-02-13,10
1401,2018-08-09,8
1402,2016-03-18,10
1403,2011-11-28,15
1404,2016-04-17,10
1405,2022-07-19,4
1406,2013-09-18,13
1407,2022-11-06,4
1408,2026-11-06,0
1409,2017-03-10,9
1410,2015-11-23,11
1411,2010-09-05,16
1412,2013-12-27,13
1413,2011-07-21,15
1414,2017-04-07,9
1415,2025-01-03,1
1416,2025-09-17,1
1417,2026-02-19,0
1418,2022-12-15,4
1419,2015-05-28,11
1420,2013-04-10,13
1421,2024-11-02,2
1422,2011-10-22,15
1423,2018-09-14,8
1424,2026-07-03,0
1425,2009-12-30,17
1426,2016-07-16,10
1427,2021-03-18,5
1428,2011-02-02,15
1429,2013-08-07,13
1430,2024-06-18,2
1431,2011-08-27,15
1432,2019-01-10,7
1433,2016-02-07,10
1434,2014-06-17,12
1435,2016-12-04,10
1436,2014-03-11,12
1437,2009-03-07,17
1438,2019-11-08,7
1439,2023-10-29,3
1440,2026-10-15,0
1441,2019-08-18,7
1442,2026-07-04,0
1443,2020-03-18,6
1444,2019-07-15,7
1445,2024-09-12,2
1446,2015-02-15,11
1447,2015-04-16,11
1448,2025-10-06,1
1449,2022-11-04,4
1450,2024-09-10,2
1451,2015-01-11,11
1452,2013-11-23,13
1453,2013-05-19,13
1454,2012-07-11,14
1455,2014-03-08,12
1456,2011-08-21,15
1457,2020-10-14,6
1458,2023-01-09,3
1459,2017-05-24,9
1460,2021-05-17,5
1461,2013-12-10,13
1462,2026-03-09,0
1463,2021-11-27,5
1464,2012-05-15,14
1465,2011-03-13,15
1466,2024-04-16,2
1467,2023-01-22,3
1468,2017-01-31,9
1469,2016-08-22,10
1470,2013-07-08,13
1471,2009-09-27,17
1472,2026-02-21,0
1473,2020-08-26,6
1474,2023-02-07,3
1475,2017-01-13,9
1476,2019-04-25,7
1477,2019-04-27,7
1478,2014-11-08,12
1479,2020-08-05,6
1480,2011-10-25,15
1481,2015-01-28,11
1482,2017-11-01,9
1483,2012-06-12,14
1484,2024-11-26,2
1485,2026-08-28,0
1486,2026-10-16,0
1487,2026-07-01,0
1488,2025-07-18,1
1489,2014-11-28,12
1490,2026-12-26,0
1491,2017-02-18,9
1492,2023-09-27,3
1493,2013-11-21,13
1494,2025-07-19,1
1495,2022-12-31,4
1496,2019-08-21,7
1497,2022-11-24,4
1498,2020-09-26,6
1499,2021-10-03,5
1500,2021-04-07,5
1501,2020-10-07,6
1502,2008-06-25,18
1503,2014-04-10,12
1504,2026-01-12,0
1505,2022-12-18,4
1506,2026-11-26,0
1507,2026-09-23,0
1508,2026-01-14,0
1509,2020-02-24,6
1510,2021-03-09,5
1511,2026-11-25,0
1512,2012-02-11,14
1513,2019-01-30,7
1514,2020-07-25,6
1515,2014-06-09,12
1516,2025-11-27,1
1517,2019-08-19,7
1518,2017-03-03,9
1519,2026-12-10,0
1520,2019-03-11,7
1521,2019-04-24,7
1522,2010-07-24,16
1523,2020-12-20,6
1524,2026-12-09,0
1525,2016-08-06,10
1526,2024-12-18,2
1527,2023-02-17,3
1528,2014-03-28,12
1529,2015-08-27,11
1530,2024-05-22,2
1531,2010-06-06,16
1532,2013-06-17,13
1533,2012-11-24,14
1534,2013-09-16,13
1535,2026-01-21,0
1536,2021-02-18,5
1537,2014-08-13,12
1538,2013-07-12,13
1539,2020-11-12,6
1540,2021-04-22,5
1541,2016-05-28,10
1542,2022-03-17,4
1543,2023-05-28,3
1544,2026-07-20,0
1545,2016-07-23,10
1546,2016-12-29,10
1547,2013-02-27,13
1548,2025-03-27,1
1549,2019-06-20,7
1550,2021-09-24,5
1551,2024-01-17,2
1552,2023-01-11,3
1553,2020-12-01,6
1554,2023-01-14,3
1555,2026-10-14,0
1556,2013-04-11,13
1557,2014-09-07,12
1558,2019-10-09,7
1559,2024-05-06,2
1560,2019-03-26,7
1561,2025-03-31,1
1562,2019-12-12,7
1563,2015-02-28,11
1564,2012-06-19,14
1565,2025-01-25,1
1566,2026-01-28,0
1567,2025-10-11,1
1568,2009-05-31,17
1569,2015-03-20,11
1570,2016-03-19,10
1571,2014-04-17,12
1572,2026-03-28,0
1573,2009-05-05,17
1574,2025-05-16,1
1575,2021-06-29,5
1576,2023-07-30,3
1577,2025-01-21,1
1578,2013-04-22,13
1579,2011-12-26,15
1580,2025-08-07,1
1581,2013-10-17,13
1582,2017-01-26,9
1583,2018-05-21,8
1584,2020-03-12,6
1585,2021-11-28,5
1586,2016-10-12,10
1587,2018-08-31,8
1588,2016-07-19,10
1589,2020-05-09,6
1590,2024-09-19,2
1591,2020-01-06,6
1592,2024-08-24,2
1593,2017-03-20,9
1594,2017-11-17,9
1595,2022-03-14,4
1596,2015-12-20,11
1597,2010-10-09,16
1598,2026-10-07,0
1599,2022-12-23,4
1600,2025-02-10,1
1601,2016-01-13,10
1602,2016-04-13,10
1603,2020-11-20,6
1604,2019-09-11,7
1605,2012-04-08,14
1606,2013-07-03,13
1607,2011-07-06,15
1608,2013-11-06,13
1609,2011-05-05,15
1610,2012-06-07,14
1611,2026-11-04,0
1612,2026-07-11,0
1613,2011-06-02,15
1614,2019-10-14,7
1615,2018-02-26,8
1616,2020-03-11,6
1617,2026-05-29,0
1618,2009-11-08,17
1619,2011-10-23,15
1620,2020-07-07,6
1621,2020-01-01,6
1622,2021-12-19,5
1623,2023-09-30,3
1624,2009-11-09,17
1625,2026-08-08,0
1626,2026-03-27,0
1627,2015-04-17,11
1628,2026-12-21,0
1629,2013-08-14,13
1630,2025-10-13,1
1631,2012-11-07,14
1632,2013-05-10,13
1633,2019-10-31,7
1634,2023-08-10,3
1635,2015-10-01,11
1636,2011-11-15,15
1637,2018-10-25,8
1638,2026-07-18,0
1639,2019-02-17,7
1640,2020-10-01,6
1641,2025-04-21,1
1642,2014-07-19,12
1643,2021-06-05,5
1644,2026-11-29,0
1645,2017-11-09,9
1646,2026-05-02,0
1647,2012-01-04,14
1648,2014-02-24,12
1649,2023-06-18,3
1650,2011-10-19,15
1651,2019-01-27,7
1652,2021-10-24,5
1653,2023-03-04,3
1654,2012-07-01,14
1655,2024-12-05,2
1656,2016-03-31,10
1657,2017-08-20,9
1658,2012-03-28,14
1659,2013-02-15,13
1660,2018-08-23,8
1661,2017-07-13,9
1662,2012-12-14,14
1663,2019-07-27,7
1664,2020-09-04,6
1665,2023-09-09,3
1666,2016-11-10,10
1667,2015-03-18,11
1668,2012-08-31,14
1669,2019-10-18,7
1670,2023-09-13,3
1671,2024-09-15,2
1672,2026-03-07,0
1673,2026-07-14,0
1674,2017-10-15,9
1675,2015-09-07,11
1676,2018-04-16,8
1677,2023-04-11,3
1678,2016-01-04,10
1679,2010-01-11,16
1680,2015-04-12,11
1681,2014-02-02,12
1682,2014-10-07,12
1683,2013-10-21,13
1684,2018-04-21,8
1685,2017-03-17,9
1686,2013-01-19,13
1687,2008-08-29,18
1688,2020-06-28,6
1689,2015-07-05,11
1690,2011-03-10,15
1691,2024-03-09,2
1692,2011-01-02,15
1693,2012-12-22,14
1694,2025-11-23,1
1695,2021-03-11,5
1696,2020-10-22,6
1697,2015-12-17,11
1698,2014-03-15,12
1699,2013-04-24,13
1700,2020-01-04,6
1701,2010-02-08,16
1702,2017-06-01,9
1703,2014-09-22,12
1704,2010-05-16,16
1705,2011-11-12,15
1706,2026-10-12,0
1707,2020-02-21,6
1708,2026-02-02,0
1709,2008-04-12,18
1710,2026-06-10,0
1711,2015-11-21,11
1712,2009-02-18,17
1713,2017-10-12,9
1714,2017-08-01,9
1715,2009-01-14,17
1716,2010-04-20,16
1717,2012-12-04,14
1718,2016-06-08,10
1719,2018-08-12,8
1720,2018-07-10,8
1721,2025-09-01,1
1722,2012-07-20,14
1723,2024-06-14,2
1724,2012-12-17,14
1725,2009-01-15,17
1726,2019-08-17,7
1727,2013-09-19,13
1728,2015-04-28,11
1729,2019-08-06,7
1730,2011-05-29,15
1731,2026-01-23,0
1732,2021-03-22,5
1733,2023-02-18,3
1734,2017-04-21,9
1735,2013-09-21,13
1736,2019-07-05,7
1737,2014-09-03,12
1738,2021-04-02,5
1739,2010-05-06,16
1740,2010-01-02,16
1741,2023-07-04,3
1742,2013-06-19,13
1743,2016-05-24,10
1744,2011-06-05,15
1745,2024-05-12,2
1746,2025-02-23,1
1747,2016-02-21,10
1748,2025-11-15,1
1749,2025-06-10,1
1750,2014-04-02,12
1751,2016-06-10,10
1752,2020-11-06,6
1753,2018-07-19,8
1754,2018-12-08,8
1755,2013-05-04,13
1756,2026-07-21,0
1757,2026-09-01,0
1758,2026-04-14,0
1759,2014-07-08,12
1760,2025-07-03,1
1761,2018-10-23,8
1762,2025-05-25,1
1763,2017-04-15,9
1764,2024-06-09,2
1765,2026-08-31,0
1766,2018-01-08,8
1767,2021-05-20,5
1768,2016-12-06,10
1769,2013-11-19,13
1770,2022-09-17,4
1771,2016-06-04,10
1772,2008-09-11,18
1773,2008-01-07,18
1774,2017-06-16,9
1775,2010-09-12,16
1776,2023-12-07,3
1777,2022-05-31,4
1778,2016-07-04,10
1779,2015-07-06,11
1780,2020-12-13,6
1781,2015-08-22,11
1782,2025-05-30,1
1783,2023-10-18,3
1784,2014-10-02,12
1785,2010-03-21,16
1786,2026-12-02,0
1787,2010-09-25,16
1788,2013-11-12,13
1789,2010-01-09,16
1790,2024-03-13,2
1791,2023-02-06,3
1792,2023-05-20,3
1793,2011-09-13,15
1794,2021-08-28,5
1795,2012-03-02,14
1796,2022-10-06,4
1797,2022-02-23,4
1798,2020-09-16,6
1799,2026-02-24,0
1800,2026-02-04,0
1801,2017-04-29,9
1802,2017-03-19,9
1803,2013-06-25,13
1804,2011-12-18,15
1805,2010-10-03,16
1806,2024-07-05,2
1807,2014-01-01,12
1808,2017-06-29,9
1809,2015-06-06,11
1810,2018-09-24,8
1811,2026-07-17,0
1812,2022-05-04,4
1813,2016-04-09,10
1814,2020-04-29,6
1815,2011-03-26,15
1816,2010-04-09,16
1817,2022-06-05,4
1818,2026-09-14,0
1819,2022-04-14,4
1820,2009-05-10,17
1821,2011-12-17,15
1822,2016-07-08,10
1823,2009-06-27,17
1824,2016-03-29,10
1825,2025-03-30,1
1826,2021-07-04,5
1827,2010-11-12,16
1828,2009-01-21,17
1829,2012-01-09,14
1830,2022-11-17,4
1831,2013-10-16,13
1832,2014-02-07,12
1833,2025-07-02,1
1834,2014-01-21,12
1835,2022-07-16,4
1836,2015-06-11,11
1837,2017-01-05,9
1838,2015-04-22,11
1839,2017-06-28,9
1840,2024-02-12,2
1841,2019-05-13,7
1842,2018-03-28,8
1843,2008-08-05,18
1844,2020-06-19,6
1845,2010-05-17,16
1846,2020-08-18,6
1847,2025-08-16,1
1848,2012-06-24,14
1849,2014-01-12,12
1850,2025-06-14,1
1851,2023-02-12,3
1852,2017-07-07,9
1853,2019-05-17,7
1854,2018-05-28,8
1855,2022-08-12,4
1856,2013-12-01,13
1857,2012-05-04,14
1858,2019-01-09,7
1859,2015-11-24,11
1860,2022-09-06,4
1861,2022-08-03,4
1862,2018-05-18,8
1863,2026-04-20,0
1864,2025-06-27,1
1865,2015-06-15,11
1866,2012-06-03,14
1867,2025-03-13,1
1868,2025-10-22,1
1869,2009-12-26,17
1870,2010-10-05,16
1871,2013-04-13,13
1872,2022-10-20,4
1873,2021-01-07,5
1874,2018-12-11,8
1875,2017-07-12,9
1876,2022-09-25,4
1877,2018-06-05,8
1878,2020-04-26,6
1879,2017-07-16,9
1880,2011-02-28,15
1881,2023-07-03,3
1882,2019-08-03,7
1883,2015-04-13,11
1884,2026-10-11,0
1885,2021-07-29,5
1886,2014-10-13,12
1887,2014-10-29,12
1888,2021-08-15,5
1889,2026-07-25,0
1890,2009-05-09,17
1891,2015-01-15,11
1892,2012-08-03,14
1893,2015-06-30,11
1894,2009-10-30,17
1895,2010-10-13,16
1896,2024-08-22,2
1897,2008-09-23,18
1898,2019-09-12,7
1899,2018-01-13,8
1900,2020-03-08,6
1901,2019-06-06,7
1902,2026-11-24,0
1903,2011-08-25,15
1904,2011-01-10,15
1905,2011-02-20,15
1906,2012-12-06,14
1907,2013-09-03,13
1908,2017-06-22,9
1909,2026-05-27,0
1910,2010-10-06,16
1911,2017-04-09,9
1912,2015-11-26,11
1913,2022-09-28,4
1914,2026-02-17,0
1915,2021-08-18,5
1916,2019-02-03,7
1917,2020-04-01,6
1918,2012-04-18,14
1919,2016-10-26,10
1920,2022-04-28,4
1921,2022-04-09,4
1922,2025-08-25,1
1923,2009-06-08,17
1924,2024-04-08,2
1925,2022-09-19,4
1926,2019-12-07,7
1927,2008-05-24,18
1928,2018-12-16,8
1929,2015-09-08,11
1930,2023-09-20,3
1931,2022-07-31,4
1932,2016-05-05,10
1933,2017-12-12,9
1934,2013-01-28,13
1935,2025-09-22,1
1936,2019-09-24,7
1937,2025-04-08,1
1938,2009-12-03,17
1939,2024-05-09,2
1940,2013-12-06,13
1941,2022-01-13,4
1942,2016-05-25,10
1943,2011-12-01,15
1944,2024-11-28,2
1945,2018-05-14,8
1946,2009-05-22,17
1947,2025-01-17,1
1948,2017-02-20,9
1949,2012-04-27,14
1950,2023-12-11,3
1951,2018-09-16,8
1952,2017-02-17,9
1953,2024-03-27,2
1954,2018-03-30,8
1955,2024-01-20,2
1956,2011-08-08,15
1957,2026-03-14,0
1958,2013-07-22,13
1959,2014-07-29,12
1960,2022-07-13,4
1961,2016-07-27,10
1962,2020-08-30,6
1963,2012-01-27,14
1964,2017-05-06,9
1965,2025-08-26,1
1966,2015-11-05,11
1967,2017-05-01,9
1968,2012-07-15,14
1969,2022-01-04,4
1970,2015-08-05,11
1971,2013-01-31,13
1972,2024-06-26,2
1973,2024-11-03,2
1974,2024-07-12,2
1975,2018-08-21,8
1976,2011-01-19,15
1977,2008-10-21,18
1978,2015-04-25,11
1979,2009-10-16,17
1980,2018-08-29,8
1981,2008-12-12,18
1982,2016-03-27,10
1983,2024-07-26,2
1984,2016-11-19,10
1985,2010-06-30,16
1986,2019-08-26,7
1987,2009-12-08,17
1988,2021-05-08,5
1989,2011-05-28,15
1990,2014-07-13,12
1991,2017-01-18,9
1992,2020-02-22,6
1993,2026-06-15,0
1994,2026-05-26,0
1995,2015-01-26,11
1996,2026-09-08,0
1997,2022-10-02,4
1998,2012-11-20,14
1999,2019-04-02,7
2000,2016-12-30,10
2001,2023-05-03,3
2002,2018-09-23,8
2003,2013-03-27,13
2004,2010-03-09,16
2005,2010-08-02,16
2006,2016-06-22,10
2007,2009-06-13,17
2008,2018-02-19,8
2009,2025-10-30,1
2010,2025-03-11,1
2011,2023-09-15,3
2012,2025-08-31,1
2013,2025-10-26,1
2014,2022-07-11,4
2015,2019-02-20,7
2016,2026-02-06,0
2017,2013-02-08,13
2018,2010-09-09,16
2019,2022-11-19,4
2020,2023-02-25,3
2021,2022-12-14,4
2022,2016-08-03,10
2023,2025-07-15,1
2024,2012-03-03,14
2025,2022-05-02,4
2026,2021-05-24,5
2027,2016-07-15,10
2028,2026-01-27,0
2029,2025-05-04,1
2030,2021-02-07,5
2031,2026-03-26,0
2032,2021-04-18,5
2033,2023-07-26,3
2034,2015-09-21,11
2035,2011-12-16,15
2036,2022-01-12,4
2037,2010-06-13,16
2038,2015-09-04,11
2039,2022-10-04,4
2040,2012-09-14,14
2041,2016-04-12,10
2042,2011-07-25,15
2043,2021-10-30,5
2044,2016-01-12,10
2045,2017-01-15,9
2046,2020-02-05,6
2047,2020-01-16,6
2048,2025-09-18,1
2049,2011-05-30,15
2050,2021-10-31,5
2051,2009-12-20,17
2052,2010-09-17,16
2053,2020-08-16,6
2054,2011-11-11,15
2055,2019-12-19,7
2056,2025-11-20,1
2057,2020-01-11,6
2058,2013-12-12,13
2059,2009-03-10,17
2060,2021-11-13,5
2061,2012-03-22,14
2062,2019-07-13,7
2063,2026-07-28,0
2064,2016-09-26,10
2065,2020-04-10,6
2066,2016-06-25,10
2067,2016-07-31,10
2068,2011-09-26,15
2069,2017-08-21,9
2070,2023-12-31,3
2071,2014-01-07,12
2072,2023-05-06,3
2073,2009-08-03,17
2074,2019-11-18,7
2075,2011-05-31,15
2076,2017-02-14,9
2077,2017-07-27,9
2078,2014-05-26,12
2079,2021-05-14,5
2080,2014-04-04,12
2081,2011-11-10,15
2082,2014-01-06,12
2083,2020-07-12,6
2084,2021-10-26,5
2085,2025-10-10,1
2086,2026-02-28,0
2087,2012-09-13,14
2088,2016-08-23,10
2089,2015-12-05,11
2090,2017-10-29,9
2091,2022-01-11,4
2092,2013-08-03,13
2093,2025-10-01,1
2094,2026-11-05,0
2095,2026-09-22,0
2096,2021-09-02,5
2097,2021-01-13,5
2098,2014-11-27,12
2099,2024-06-07,2
2100,2019-08-29,7
2101,2021-06-19,5
2102,2016-01-11,10
2103,2024-12-07,2
2104,2025-01-06,1
2105,2022-04-22,4
2106,2020-01-08,6
2107,2009-06-15,17
2108,2013-12-09,13
2109,2016-03-13,10
2110,2012-06-27,14
2111,2026-05-05,0
2112,2020-11-28,6
2113,2016-01-15,10
2114,2022-04-07,4
2115,2021-12-06,5
2116,2022-05-16,4
2117,2019-04-16,7
2118,2023-06-13,3
2119,2018-05-09,8
2120,2020-12-23,6
2121,2021-07-11,5
2122,2026-03-13,0
2123,2018-11-21,8
2124,2025-01-05,1
2125,2023-03-24,3
2126,2020-01-05,6
2127,2013-05-07,13
2128,2024-10-13,2
2129,2025-12-24,1
2130,2024-10-25,2
2131,2026-12-31,0
2132,2018-03-17,8
2133,2023-08-31,3
2134,2015-10-29,11
2135,2020-06-30,6
2136,2017-05-25,9
2137,2022-07-25,4
2138,2018-05-01,8
2139,2021-12-13,5
2140,2025-08-10,1
2141,2021-04-10,5
2142,2013-01-15,13
2143,2025-11-06,1
2144,2013-06-30,13
2145,2011-03-12,15
2146,2014-06-12,12
2147,2020-11-01,6
2148,2024-05-18,2
2149,2017-06-20,9
2150,2025-10-08,1
2151,2021-02-13,5
2152,2026-04-08,0
2153,2021-11-16,5
2154,2016-05-20,10
2155,2015-12-01,11
2156,2017-02-06,9
2157,2009-08-15,17
2158,2019-04-21,7
2159,2023-07-13,3
2160,2015-09-11,11
2161,2026-05-31,0
2162,2009-05-17,17
2163,2010-09-07,16
2164,2025-11-09,1
2165,2023-12-02,3
2166,2018-09-08,8
2167,2017-06-25,9
2168,2019-04-20,7
2169,2010-02-11,16
2170,2013-09-04,13
2171,2015-03-27,11
2172,2013-07-31,13
2173,2009-09-19,17
2174,2015-05-30,11
2175,2015-10-20,11
2176,2026-09-30,0
2177,2016-01-14,10
2178,2018-10-05,8
2179,2015-04-04,11
2180,2012-10-17,14
2181,2017-03-22,9
2182,2018-01-01,8
2183,2018-05-19,8
2184,2009-03-30,17
2185,2013-08-26,13
2186,2010-08-07,16
2187,2025-09-28,1
2188,2024-02-18,2
2189,2012-01-31,14
2190,2026-09-10,0
2191,2023-08-18,3
2192,2018-04-03,8
2193,2016-11-06,10
2194,2017-08-29,9
2195,2022-09-10,4
2196,2011-12-14,15
2197,2023-10-16,3
2198,2016-09-27,10
2199,2017-06-06,9
2200,2011-06-13,15
2201,2012-03-15,14
2202,2010-06-16,16
2203,2017-04-12,9
2204,2024-10-08,2
2205,2022-08-04,4
2206,2017-04-16,9
2207,2011-01-24,15
2208,2019-02-07,7
2209,2023-01-18,3
2210,2011-11-17,15
2211,2018-07-30,8
2212,2021-02-22,5
2213,2020-06-12,6
2214,2012-04-29,14
2215,2018-02-03,8
2216,2022-07-30,4
2217,2025-04-30,1
2218,2022-08-15,4
2219,2015-12-06,11
2220,2018-10-03,8
2221,2011-03-11,15
2222,2020-03-31,6
2223,2024-07-04,2
2224,2009-07-12,17
2225,2019-01-07,7
2226,2016-09-28,10
2227,2024-09-25,2
2228,2012-12-11,14
2229,2015-10-03,11
2230,2019-10-26,7
2231,2021-10-29,5
2232,2020-12-10,6
2233,2009-06-21,17
2234,2023-01-17,3
2235,2024-09-23,2
2236,2011-10-27,15
2237,2021-07-14,5
2238,2015-10-10,11
2239,2012-03-06,14
2240,2014-07-24,12
2241,2022-09-13,4
2242,2014-11-02,12
2243,2018-03-26,8
2244,2016-11-25,10
2245,2026-07-29,0
2246,2016-07-24,10
2247,2018-07-13,8
2248,2013-05-21,13
2249,2012-10-10,14
2250,2022-04-12,4
2251,2015-09-05,11
2252,2022-08-10,4
2253,2025-06-20,1
2254,2016-10-31,10
2255,2026-02-11,0
2256,2016-09-01,10
2257,2017-04-27,9
2258,2019-01-22,7
2259,2018-09-30,8
2260,2026-11-02,0
2261,2020-09-21,6
2262,2026-01-24,0
2263,2011-03-20,15
2264,2020-01-26,6
2265,2018-07-24,8
2266,2026-02-23,0
2267,2012-04-10,14
2268,2015-05-06,11
2269,2011-09-01,15
2270,2020-01-10,6
2271,2023-01-23,3
2272,2021-10-05,5
2273,2016-02-18,10
2274,2009-04-17,17
2275,2014-12-14,12
2276,2016-07-17,10
2277,2025-05-11,1
2278,2014-12-07,12
2279,2011-10-02,15
2280,2017-11-12,9
2281,2014-01-26,12
2282,2015-03-25,11
2283,2017-08-10,9
2284,2016-06-28,10
2285,2023-09-10,3
2286,2026-09-29,0
2287,2016-11-15,10
2288,2011-07-22,15
2289,2018-04-30,8
2290,2011-02-08,15
2291,2023-09-22,3
2292,2019-03-10,7
2293,2011-04-13,15
2294,2012-02-12,14
2295,2026-04-15,0
2296,2014-06-27,12
2297,2019-07-11,7
2298,2024-09-18,2
2299,2026-04-29,0
2300,2017-05-08,9
2301,2024-02-10,2
2302,2018-04-27,8
2303,2019-01-13,7
2304,2014-11-07,12
2305,2020-02-04,6
2306,2019-05-01,7
2307,2015-03-17,11
2308,2026-11-23,0
2309,2012-05-09,14
2310,2015-07-03,11
2311,2026-03-02,0
2312,2022-01-17,4
2313,2010-05-14,16
2314,2017-01-30,9
2315,2025-06-28,1
2316,2013-06-04,13
2317,2017-10-05,9
2318,2013-03-12,13
2319,2014-11-16,12
2320,2023-08-22,3
2321,2025-09-04,1
2322,2012-12-30,14
2323,2012-02-28,14
2324,2010-03-02,16
2325,2010-08-06,16
2326,2026-09-20,0
2327,2026-08-25,0
2328,2013-03-05,13
2329,2023-04-09,3
2330,2020-03-13,6
2331,2026-12-19,0
2332,2013-07-11,13
2333,2013-08-17,13
2334,2014-12-17,12
2335,2018-09-27,8
2336,2026-06-16,0
2337,2015-04-26,11
2338,2020-04-02,6
2339,2020-08-03,6
2340,2013-01-18,13
2341,2013-11-07,13
2342,2011-09-17,15
2343,2024-05-08,2
2344,2024-09-16,2
2345,2026-12-04,0
2346,2015-01-22,11
2347,2016-03-02,10
2348,2025-03-09,1
2349,2017-01-06,9
2350,2018-03-23,8
2351,2017-01-23,9
2352,2026-05-18,0
2353,2018-04-20,8
2354,2016-03-11,10
2355,2017-08-12,9
2356,2008-08-25,18
2357,2020-09-24,6
2358,2024-12-16,2
2359,2023-03-10,3
2360,2011-10-08,15
2361,2022-03-03,4
2362,2026-12-06,0
2363,2018-05-05,8
2364,2011-07-07,15
2365,2011-08-01,15
2366,2024-10-11,2
2367,2018-04-06,8
2368,2015-06-05,11
2369,2022-07-02,4
2370,2010-10-08,16
2371,2017-03-14,9
2372,2019-10-07,7
2373,2015-01-13,11
2374,2024-03-20,2
2375,2018-02-12,8
2376,2017-07-01,9
2377,2019-07-17,7
2378,2014-09-01,12
2379,2015-11-22,11
2380,2022-12-26,4
2381,2014-02-20,12
2382,2021-01-21,5
2383,2017-11-16,9
2384,2025-03-16,1
2385,2020-11-22,6
2386,2011-06-27,15
2387,2019-06-23,7
2388,2014-06-21,12
2389,2014-01-09,12
2390,2019-10-30,7
2391,2025-06-16,1
2392,2021-05-06,5
2393,2009-08-09,17
2394,2025-10-05,1
2395,2016-03-12,10
2396,2024-01-19,2
2397,2017-05-23,9
2398,2010-01-15,16
2399,2013-10-29,13
2400,2014-04-24,12
2401,2020-11-30,6
2402,2026-09-06,0
2403,2024-05-02,2
2404,2015-06-10,11
2405,2017-06-13,9
2406,2022-07-26,4
2407,2023-12-09,3
2408,2021-04-23,5
2409,2016-01-28,10
2410,2023-05-27,3
2411,2020-02-26,6
